problem_name,problem_type,problem_id,problem_difficulty,problem_significance,oj_name,source_link,solved_count,category_id_1,category_id_2,category_id_3,category_id_4
Protecting Zonk,,12093,5.5,2,,https://onlinejudge.org/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=3245,,"tree_dp,9","dfs,8",,
Placing Lampposts,,10859,5.5,2,,https://onlinejudge.org/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=1800,,"tree_dp,9","dfs,8",,
Tree,,23/E,6.5,2,,https://codeforces.com/problemset/problem/23/E,,"tree_dp,9","dfs,8",,
Two Paths,,14/D,5,2,,https://codeforces.com/problemset/problem/14/D,,"tree_dp,9","dfs,8","two_pointer,8",
Two Paths,,TWOPATHS,7,2,,https://www.spoj.com/problems/TWOPATHS/,,"tree_dp,9","dfs,8",,
Policeman and a Tree,,868/E,8.5,2,,https://codeforces.com/contest/868/problem/E,,"tree_dp,9","dfs,8",,
Bear and Bowling 4,,660/F,6.5,2,,https://codeforces.com/problemset/problem/660/F,,"convex_hull_trick,8","binary_search,8","basic_geometry_knowledge,8",
Kalila and Dimna in the Logging Industry,,319/C,6.5,2,,https://codeforces.com/problemset/problem/319/C,,"convex_hull_trick,8",,,
Commando,,APIO10A,6.5,2,,https://www.spoj.com/problems/APIO10A/,,"convex_hull_trick,8",,,
Land Acquisition,,ACQUIRE,7,2,,https://www.spoj.com/problems/ACQUIRE/,,"convex_hull_trick,8",,,
Product Sum,,631/E,7,2,,https://codeforces.com/problemset/problem/631/E,,"convex_hull_trick,8",,,
Tavas and Pashmaks,,535/E,7.5,2,,https://codeforces.com/problemset/problem/535/E,,"convex_hull_trick,8",,,
Function,,455/E,8.5,2,,https://codeforces.com/problemset/problem/455/E,,"convex_hull_trick,8",,,
Dollars,,147,4,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=83,,"coin_change,8",,,
Making Change,,166,6,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=102,,"coin_change,8",,,
Let Me Count The Ways,,357,4,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=293,,"coin_change,8",,,
Coin Change,,674,4,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=615,,"coin_change,8",,,
e-Coins,,10306,6,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1247,,"coin_change,8",,,
Pay the Price,,10313,6,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1254,,"coin_change,8",,,
Ingenuous Cubrency,,11137,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2078,,"coin_change,8",,,
Exact Change,,11517,6,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2512,,"coin_change,8",,,
Dividing coins,,562,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=503,,"knapsack,8",,,
Diving for Gold,,990,5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=931,,"knapsack,8",,,
Sum of Different Primes,,1213,5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=3654,,"knapsack,8",,,
SuperSale,,10130,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1071,,"knapsack,8",,,
Ferry Loading,,10261,5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1202,,"knapsack,8",,,
Divisible Group Sums,,10616,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1557,,"knapsack,8",,,
Luggage,,10664,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1605,,"knapsack,8",,,
Trouble of 13-Dots,,10819,5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1760,,"knapsack,8",,,
Boxes,,11003,5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1944,,"knapsack,8",,,
Term Strategy,,11341,7,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2316,,"knapsack,8",,,
Let's Yum Cha!,,11566,7,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2613,,"knapsack,8",,,
Best Coalitions,,11658,7,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2705,,"knapsack,8",,,
History Grading,,111,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=47,,"longest_increasing_subsequence,8",,,
Testing the CATCHER,,231,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=167,,"longest_increasing_subsequence,8",,,
The Tower of Babylon,,437,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=378,,"longest_increasing_subsequence,8",,,
What Goes Up,,481,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=422,,"longest_increasing_subsequence,8",,,
Strategic Defense Initiative,,497,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=438,,"longest_increasing_subsequence,8",,,
Tiling Up Blocks,,1196,8,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=3637,,"longest_increasing_subsequence,8",,,
Is Bigger Smarter?,,10131,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1072,,"longest_increasing_subsequence,8",,,
Wavio Sequence,,10534,4.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=1475,,"longest_increasing_subsequence,8",,,
Nested Dolls,,11368,7.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2353,,"longest_increasing_subsequence,8",,,
Trainsorting,,11456,5.5,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2451,,"longest_increasing_subsequence,8",,,
Murcia's Skyline,,11790,4,2,,http://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2890,,"longest_increasing_subsequence,8",,,
LCIS,,10/D,9,2,,https://codeforces.com/problemset/problem/10/D,,"longest_increasing_subsequence,8","longest_common_subsequence,8",,
String Computer,,164,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=100,,"longest_common_subsequence,8",,,
String Distance and Transform Process,,526,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=467,,"longest_common_subsequence,8",,,
Compromise,,531,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=472,,"longest_common_subsequence,8",,,
AGTC,,1207,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=3648,,"longest_common_subsequence,8",,,
Longest Match,,10100,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1041,,"longest_common_subsequence,8",,,
String to Palindrome,,10739,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1680,,"longest_common_subsequence,8",,,
Vacation,,10192,5,2,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1133,,"longest_common_subsequence,8",,,
Ada and Mold,,ADAMOLD,6,2,,https://www.spoj.com/problems/ADAMOLD/,,"non_classical_dp,8",,,
Ada and Subsequence,,ADASEQEN,4.5,2,,https://www.spoj.com/problems/ADASEQEN/,,"non_classical_dp,8",,,
Ada and Salesman,,ADASALE,5,2,,https://www.spoj.com/problems/ADASALE/,,"non_classical_dp,8",,,
Ada and Zoo,,ADAZOO,5,2,,https://www.spoj.com/problems/ADAZOO/,,"non_classical_dp,8",,,
Complete the Projects (hard version),,1203/F2,6,2,,https://codeforces.com/contest/1203/problem/F2,,"non_classical_dp,8","basic_greedy_knowledge,8",,
Destroy it!,,1176/F,5,2,,https://codeforces.com/contest/1176/problem/F,,"non_classical_dp,8","implementation,8",,
Graph Traveler,,1200/F,6,2,,https://codeforces.com/contest/1200/problem/F,,"non_classical_dp,8","implementation,8","basic_math,8","dfs,8"
Treasure Hunting,,1201/D,5,2,,https://codeforces.com/contest/1201/problem/D,,"non_classical_dp,8","binary_search,8","basic_greedy_knowledge,8","implementation,8"
Subset with all Digits,,THECODE,4,2,,https://www.spoj.com/problems/THECODE/,,"non_classical_dp,8","bit_mask,8",,
Rectangle Painting 1,,1199/F,5,2,,https://codeforces.com/contest/1199/problem/F,,"non_classical_dp,8",,,
Subsequences (hard version),,1183/H,4,2,,https://codeforces.com/contest/1183/problem/H,,"non_classical_dp,8",,,
Subsequences (easy version),,1183/E,4,2,,https://codeforces.com/contest/1183/problem/E,,"non_classical_dp,8","implementation,8",,
Long Colorful Strip,,1178/F2,7,2,,https://codeforces.com/contest/1178/problem/F2,,"non_classical_dp,8",,,
Short Colorful Strip,,1178/F1,5,2,,https://codeforces.com/contest/1178/problem/F1,,"non_classical_dp,8","basic_permutation_combination,8",,"dfs,8"
WOW Factor,,1178/B,3,2,,https://codeforces.com/contest/1178/problem/B,,"non_classical_dp,8",,,
Basketball Exercise,,1195/C,3,2,,https://codeforces.com/contest/1195/problem/C,,"non_classical_dp,8",,,
Array Beauty,,1189/F,6,2,,https://codeforces.com/contest/1189/problem/F,,"non_classical_dp,8",,,
Prime Lover Finding,,PLOVER,4,2,,https://www.spoj.com/problems/PLOVER/,,"non_classical_dp,8",,,
NICE SEQUENCES,,NICESEQ,4,2,,https://www.spoj.com/problems/NICESEQ/,,"non_classical_dp,8",,,
Random modulo n,,RANDMOD,4,2,,https://www.spoj.com/problems/RANDMOD/,,"non_classical_dp,8",,,
Carnival Slots,,gym/102006/problem/D,4,2,,https://codeforces.com/gym/102006/problem/D,,"non_classical_dp,8",,,
Fascination Street,,gym/102058/problem/D,5,2,,https://codeforces.com/gym/102058/problem/D,,"non_classical_dp,8",,,
Zeros and Ones,,gym/101992/problem/A,6,2,,https://codeforces.com/gym/101992/problem/A,,"non_classical_dp,8",,,
Have Some Cheese Bread,,gym/101628/problem/H,3,2,,https://codeforces.com/gym/101628/problem/H,,"non_classical_dp,8",,,
Arthur's Language,,gym/101628/problem/A,3,2,,https://codeforces.com/gym/101628/problem/A,,"non_classical_dp,8",,,
Equilateral Triangles,,gym/101845/problem/E,5,2,,https://codeforces.com/gym/101845/problem/E,,"non_classical_dp,8",,,
Spectacular Activity Selection,,SPECTAC,5,2,,https://www.codechef.com/problems/SPECTAC,,"non_classical_dp,8","interval_scheduling,8",,
Simplified 2048,,gym/101808/problem/D,7,2,,https://codeforces.com/gym/101808/problem/D,,"non_classical_dp,8",,,
Birds,,922/E,5,2,,https://codeforces.com/contest/922/problem/E,,"non_classical_dp,8",,,
Tanks,,920/D,4,2,,https://codeforces.com/contest/920/problem/D,,"non_classical_dp,8","implementation,8","basic_greedy_knowledge,8",
Substring,,919/D,4,2,,https://codeforces.com/contest/919/problem/D,,"non_classical_dp,8","dfs,8",,
Travelling Salesman and Special Numbers,,914/C,3,2,,https://codeforces.com/contest/914/problem/C,,"non_classical_dp,8","basic_permutation_combination,8",,
Logical Expression,,913/E,5,2,,https://codeforces.com/contest/913/problem/E,,"non_classical_dp,8","bit_mask,8",,
Porcelain,,148/E,5,2,,https://codeforces.com/contest/148/problem/E,,"non_classical_dp,8",,,
Palindrome Maker,,PALMKR,4,2,,https://www.spoj.com/problems/PALMKR/,,"non_classical_dp,8","basic_greedy_knowledge,8",,
Lucky Subsequence,,146/E,5,2,,https://codeforces.com/contest/146/problem/E,,"non_classical_dp,8","basic_permutation_combination,8",,
Python Indentation,,909/C,4,2,,https://codeforces.com/contest/909/problem/C,,"non_classical_dp,8",,,
Logo Turtle,,133/E,4,2,,https://codeforces.com/contest/133/problem/E,,"non_classical_dp,8","implementation,8",,
Fibonacci Sums,,126/D,5,2,,https://codeforces.com/contest/126/problem/D,,"non_classical_dp,8",,,
Door Frames,,910/B,3,2,,https://codeforces.com/contest/910/problem/B,,"non_classical_dp,8","implementation,8","basic_greedy_knowledge,8",
Clear The Matrix,,903/F,5,2,,https://codeforces.com/contest/903/problem/F,,"non_classical_dp,8","bit_mask,8",,
Hungry Student Problem,,903/A,2,2,,https://codeforces.com/contest/903/problem/A,,"non_classical_dp,8","basic_greedy_knowledge,8","implementation,8","knapsack,8"
Maximum Questions,,900/E,5,2,,https://codeforces.com/contest/900/problem/E,,"non_classical_dp,8",,,
Caesar's Legions,,118/D,3,2,,https://codeforces.com/contest/118/problem/D,,"non_classical_dp,8",,,
Linear Kingdom Races,,115/E,6.5,2,,https://codeforces.com/contest/115/problem/E,,"non_classical_dp,8",,,
Lawnmower,,116/D,4,2,,https://codeforces.com/contest/116/problem/D,,"non_classical_dp,8",,,
Lucky Sum of Digits,,110/C,3,2,,https://codeforces.com/contest/110/problem/C,,"non_classical_dp,8","implementation,8",,
Buns,,106/C,4,2,,https://codeforces.com/contest/106/problem/C,,"non_classical_dp,8",,,
Square Subsets,,895/C,5,2,,https://codeforces.com/contest/895/problem/C,,"non_classical_dp,8","bit_mask,8","basic_permutation_combination,8",
