problem_name,problem_type,problem_id,problem_difficulty,problem_significance,oj_name,source_link,solved_count,category_id_1,category_id_2,category_id_3,category_id_4,
Sabbir and gcd problem,,GCDS,4,,,https://www.spoj.com/problems/GCDS/,,"factorization,8","gcd,8",,,
Help Feluda with mathematical equations,,IITKWPCF,4,,,https://www.spoj.com/problems/IITKWPCF/,,"factorization,8",,,,
Arpa and a list of numbers,,851/D,5.5,,,https://codeforces.com/contest/851/problem/D,,"factorization,8","implementation,8",,,
Prime Time,,PTIME,3,,,https://www.spoj.com/problems/PTIME/,,"factorization,8",,,,
PrimeFactorofLCM,,MAIN12B,3,,,https://www.spoj.com/problems/MAIN12B/,,"factorization,8","lcm,8",,,
Faculty Dividing Powers,,GCPC11A,4,,,https://www.spoj.com/problems/GCPC11A/,,"factorization,8",,,,
Square Free Factorization,,AMR10C,3,,,https://www.spoj.com/problems/AMR10C/,,"factorization,8",,,,
From Hero to Zero,,1175/A,2,,,https://codeforces.com/contest/1175/problem/A,,"implementation,8","basic_math,8",,,
Common Divisors,,1203/C,3,,,https://codeforces.com/contest/1203/problem/C,,"implementation,8","basic_math,8",,,
Merge it!,,1176/B,2,,,https://codeforces.com/contest/1176/problem/B,,"implementation,8","basic_math,8",,,
Round Corridor,,1200/C,4,,,https://codeforces.com/contest/1200/problem/C,,"basic_math,8",,,,
Filling Shapes,,1182/A,2,,,https://codeforces.com/contest/1182/problem/A,,"basic_math,8",,,,
Ropewalkers,,1185/A,1,,,https://codeforces.com/contest/1185/problem/A,,"basic_math,8",,,,
GCD Groups 2,,1198/F,8.5,,,https://codeforces.com/contest/1198/problem/F,,"gcd,8","basic_probability,8","basic_greedy_knowledge,8",,
Equalize Prices,,1183/B,2,,,https://codeforces.com/contest/1183/problem/B,,"basic_math,8",,,,
Stickers and Toys,,1187/A,1,,,https://codeforces.com/contest/1187/problem/A,,"basic_math,8",,,,
Sport Mafia,,1195/B,2,,,https://codeforces.com/contest/1195/problem/B,,"basic_math,8","binary_search,8",,,
Count Pairs,,1189/E,5,,,https://codeforces.com/contest/1189/problem/E,,"prime_number,8","modular_arithmetic,8",,,
Candy pair,,CANPR,5,,,https://www.spoj.com/problems/CANPR/,,"gcd,8","euler_phi,8",,,
Large Sum,,OVISLARSUM,3,,,https://www.spoj.com/problems/OVISLARSUM/,,"modular_arithmetic,8",,,,
Fractions,,gym/102058/problem/E,3,,,https://codeforces.com/gym/102058/problem/E,,"basic_math,8",,,,
Multiplication Dilemma,,gym/101972/problem/A,3,,,https://codeforces.com/gym/101972/problem/A,,"basic_math,8",,,,
Nearest Angle,,ANGLE,4,,,https://www.codechef.com/SNCKPE19/problems/ANGLE/,,"basic_math,8","binary_search,8",,,
Weird Requirements,,gym/101808/problem/G,4,,,https://codeforces.com/gym/101808/problem/G,,"basic_math,8","gcd,8","lcm,8",,
A Determined Cleanup,,934/D,4,,,https://codeforces.com/contest/934/problem/D,,"basic_math,8",,,,
Ada and Prime,,ADAPRIME,4.5,,,https://www.spoj.com/problems/ADAPRIME/,,"sieve,8","prime_number,8",,,
Even Semiprime Runs,,EVENSEMIP,5,,,https://www.spoj.com/problems/EVENSEMIP/,,"sieve,8","prime_number,8",,,
Double Happiness,,114/E,5.5,,,https://codeforces.com/contest/114/problem/E,,"sieve,8","prime_number,8",,,
Coins,,58/B,3,,,https://codeforces.com/contest/58/problem/B,,"sieve,8","prime_number,8","basic_greedy_knowledge,8",,
Reverse Prime,,11610,5,,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=2657,,"sieve,8","prime_number,8",,,
A Different Kind of Sorting,,11353,3,,,https://onlinejudge.org/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=2338,,"sieve,8","prime_number,8",,,
Printing some primes,,TDPRIMES,4,,,https://www.spoj.com/problems/TDPRIMES/,,"sieve,8","prime_number,8",,,
Primal Fear,,VECTAR8,3,,,https://www.spoj.com/problems/VECTAR8/,,"sieve,8","prime_number,8",,,
N-Factorful,,NFACTOR,4,,,https://www.spoj.com/problems/NFACTOR/,,"sieve,8","prime_number,8",,,
A conjecture of Paul Erdős,,HS08PAUL,4,,,https://www.spoj.com/problems/HS08PAUL/,,"sieve,8","prime_number,8",,,
Sherlock and his girlfriend,,776/B,3,,,https://codeforces.com/contest/776/problem/B,,"sieve,8","prime_number,8",,,
Mr Toothless and His GCD Operation,,GGD,4,,,https://www.spoj.com/problems/GGD/,,"sieve,8","prime_number,8","gcd,8",,
My pretty girl Noora,,822/D,4,,,https://codeforces.com/contest/822/problem/D,,"sieve,8","prime_number,8","basic_greedy_knowledge,8","basic_math,8","non_classical_dp,8"
Namit In Trouble,,NGIRL,4,,,https://www.spoj.com/problems/NGIRL/,,"sieve,8","prime_number,8",,,
primes triangle (I),,PTRI,5,,,https://www.spoj.com/problems/PTRI/,,"sieve,8","prime_number,8",,,
Amazing Factor Sequence,,AFS,3,,,https://www.spoj.com/problems/AFS/,,"sieve,8","prime_number,8",,,
Binary Sequence of Prime Number,,BSPRIME,4,,,https://www.spoj.com/problems/BSPRIME/,,"sieve,8","prime_number,8",,,
Bazinga!,,DCEPC505,4,,,https://www.spoj.com/problems/DCEPC505/,,"sieve,8","prime_number,8",,,
Cube Free Numbers,,CUBEFR,3,,,https://www.spoj.com/problems/CUBEFR/,,"sieve,8","prime_number,8",,,
Printing some primes (Hard),,PRIMES2,8,,,https://www.spoj.com/problems/PRIMES2/,,"sieve,8","prime_number,8",,,
Almost Prime,,26/A,2,,,https://codeforces.com/contest/26/problem/A,,"sieve,8","prime_number,8",,,
