problem_name,problem_type,problem_id,problem_difficulty,problem_significance,oj_name,source_link,solved_count,category_id_1,category_id_2,category_id_3,category_id_4
Topper Rama Rao,,HLP_RAMS,6.5,,,https://www.spoj.com/problems/HLP_RAMS/,,"basic_permutation_combination,7",,,
BST again,,MAIN75,6,,,https://www.spoj.com/problems/MAIN75/,,"basic_permutation_combination,7",,,
UVa Panel Discussion,,12001,3,,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=3152,,"basic_permutation_combination,7",,,
Race,,12034,4,,,https://onlinejudge.org/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=3185,,"basic_permutation_combination,7",,,
Gridland Airports,,11719,5,,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=117&page=show_problem&problem=2766,,"basic_permutation_combination,7",,,
Colorful Board 2,,11798,5,,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=2898,,"basic_permutation_combination,7",,,
Mixing Invitations,,11282,4,,,https://onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=2257,,"basic_permutation_combination,7",,,
Stand in a Line,,11174,4,,,https://onlinejudge.org/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=2115,,"basic_permutation_combination,7",,,
Codeword,,666/C,7,,,https://codeforces.com/contest/666/problem/C,,"basic_permutation_combination,7",,,
Knifes Are Fun,,JOKER1,3,,,https://www.spoj.com/problems/JOKER1/,,"basic_permutation_combination,7",,,
Mr. Ant & His Problem,,ANTP,4,,,https://www.spoj.com/problems/ANTP/,,"basic_permutation_combination,7",,,
Intellectual Inquiry,,645/E,5.5,,,https://codeforces.com/contest/645/problem/E,,"basic_permutation_combination,7","non_classical_dp,5",,
Gopu and Combinatorics on Graphs,,SPCE,5,,,https://www.spoj.com/problems/SPCE/,,"basic_permutation_combination,7",,,
Anton and School - 2,,785/D,6.5,,,https://codeforces.com/contest/785/problem/D,,"basic_permutation_combination,7","non_classical_dp,5",,
Counting Edges and Graphs,,13184,3.5,,,https://onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=5095,,"basic_permutation_combination,7",,,
Karen and Test,,816/D,6.5,,,https://codeforces.com/contest/816/problem/D,,"basic_permutation_combination,7",,,
The Robot's Grid,,13214,4.5,,,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=5137,,"basic_permutation_combination,7",,,
Rectangles,,844/B,2.5,,,https://codeforces.com/contest/844/problem/B,,"basic_permutation_combination,7",,,
Just One Swap,,JOSWAP,3.5,,,https://www.spoj.com/problems/JOSWAP/,,"basic_permutation_combination,7",,,
Greedy Walking,,UCV2013E,4.5,,,https://www.spoj.com/problems/UCV2013E/,,"basic_permutation_combination,7",,,
Partition function (EASY),,PARCARD1,4.5,,,https://www.spoj.com/problems/PARCARD1/,,"basic_permutation_combination,7",,,
Good Predictions,,GOODB,3,,,https://www.spoj.com/problems/GOODB/,,"basic_permutation_combination,7",,,
Loop Expectation,,LOOPEXP,4.5,,,https://www.spoj.com/problems/LOOPEXP/,,"basic_permutation_combination,7",,,
Divide Polygon,,DTPOLY,5.5,,,https://www.spoj.com/problems/DTPOLY/,,"basic_permutation_combination,7",,,
Divide Polygon (HARD),,DTPOLY2,8,,,https://www.spoj.com/problems/DTPOLY2/,,"basic_permutation_combination,7",,,
Card Game,,HC12,4,,,https://www.spoj.com/problems/HC12/,,"basic_permutation_combination,7",,,
A Famous Stone Collector,,STONE2,5,,,https://www.spoj.com/problems/STONE2/,,"basic_permutation_combination,7",,,
Coing tossing,,MAIN8_D,6,,,https://www.spoj.com/problems/MAIN8_D/,,"basic_permutation_combination,7",,,
THE BLACK AND WHITE QUEENS,,ITRIX_E,5,,,https://www.spoj.com/problems/ITRIX_E/,,"basic_permutation_combination,7",,,
Maximum Subset of Array,,MAXSUB,4,,,https://www.spoj.com/problems/MAXSUB/,,"basic_permutation_combination,7",,,
Skyline,,SKYLINE,4,,,https://www.spoj.com/problems/SKYLINE/,,"basic_permutation_combination,7",,,
Tickets,,26/D,6,,,https://codeforces.com/contest/26/problem/D,,"basic_permutation_combination,7","basic_probability,6",,
"Points, Lines and Ready-made Titles",,872/E,7,,,https://codeforces.com/contest/872/problem/E,,"basic_permutation_combination,7",,,
